Year,Prscrbr_Geo_Lvl,Prscrbr_Geo_Desc,Breakout_Type,Breakout,Tot_Prscrbrs,Tot_Opioid_Prscrbrs,Tot_Opioid_Clms,Tot_Clms,Opioid_Prscrbng_Rate,Opioid_Prscrbng_Rate_5Y_Chg,Opioid_Prscrbng_Rate_1Y_Chg,LA_Tot_Opioid_Clms,LA_Opioid_Prscrbng_Rate,LA_Opioid_Prscrbng_Rate_5Y_Chg,LA_Opioid_Prscrbng_Rate_1Y_Chg
2017,State,Tennessee,Totals,Overall,"24,842","19,206","2,741,235","41,010,711",6.68%,,-0.32%,"328,879",12.00%,,-1.15%
2017,State,Texas,Totals,Overall,"73,744","54,501","5,052,520","94,350,967",5.36%,,-0.15%,"447,199",8.85%,,-0.12%
2017,State,Utah,Totals,Overall,"8,756","6,834","568,307","7,820,739",7.27%,,-0.26%,"83,087",14.62%,,-0.27%
2017,State,Vermont,Totals,Overall,"2,739","1,922","132,847","2,727,367",4.87%,,-0.58%,"28,488",21.44%,,-0.83%
2017,State,Virginia,Totals,Overall,"26,554","19,744","1,536,652","31,548,238",4.87%,,-0.50%,"181,819",11.83%,,0.16%
2017,State,Washington,Totals,Overall,"26,755","19,842","1,553,732","24,286,370",6.40%,,-0.32%,"240,367",15.47%,,-0.78%
2017,State,"West Virginia",Totals,Overall,"7,363","5,080","626,187","12,779,461",4.90%,,-0.40%,"52,542",8.39%,,-0.27%
2017,State,Wisconsin,Totals,Overall,"21,560","16,103","1,343,705","26,288,096",5.11%,,-0.48%,"215,180",16.01%,,-0.96%
2017,State,Wyoming,Totals,Overall,"1,817","1,401","103,269","1,830,610",5.64%,,-0.31%,"14,952",14.48%,,-0.46%
2017,State,"American Samoa",Totals,Overall,3,2,24,244,9.84%,,2.15%,0,0.00%,,0.00%
2017,State,Guam,Totals,Overall,169,125,"1,542","79,434",1.94%,,-0.25%,176,11.41%,,3.30%
2017,State,"Northern Mariana Islands",Totals,Overall,26,13,230,"10,292",2.23%,,-0.35%,,,,
2017,State,"Puerto Rico",Totals,Overall,"10,296","6,472","367,956","27,516,718",1.34%,,-0.19%,"8,089",2.20%,,0.06%
2017,State,"Virgin Islands",Totals,Overall,167,108,"2,569","204,211",1.26%,,-0.34%,152,5.92%,,-1.50%
2017,State,Alabama,Rural/Urban,Rural,"2,064","1,447","477,381","6,853,773",6.97%,,-0.17%,"38,614.5",8.09%,,-0.16%
2017,State,Alaska,Rural/Urban,Rural,839,648,"31,150","451,664",6.90%,,-0.84%,"7,037",22.59%,,-0.84%
2017,State,Arizona,Rural/Urban,Rural,"1,641","1,275","180,332","2,444,315",7.38%,,-0.38%,"31,281.5",17.35%,,-0.66%
2017,State,Arkansas,Rural/Urban,Rural,"2,350","1,951","387,445","7,082,412",5.47%,,-0.16%,"28,025",7.23%,,-0.22%
2017,State,California,Rural/Urban,Rural,"4,379","3,431","471,478","6,503,445",7.25%,,-0.34%,"68,125.5",14.45%,,-0.77%
2017,State,Colorado,Rural/Urban,Rural,"2,188","1,783","141,894","2,291,045",6.19%,,-0.47%,"21,214.5",14.95%,,-1.69%
2017,State,Connecticut,Rural/Urban,Rural,404,282,"23,583","611,232",3.86%,,-0.48%,"3,508",14.88%,,-0.90%
2017,State,Delaware,Rural/Urban,Rural,474,373,"49,056","909,871",5.39%,,-0.34%,"10,255",20.90%,,0.44%
2017,State,"District of Columbia",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2017,State,Florida,Rural/Urban,Rural,"1,148",737,"133,656","2,453,518",5.45%,,0.07%,"12,490.5",9.35%,,-0.28%
2017,State,Georgia,Rural/Urban,Rural,"3,504","2,777","591,148","11,662,055",5.07%,,-0.22%,"49,549",8.38%,,0.04%
2017,State,Hawaii,Rural/Urban,Rural,788,587,"49,479","894,286",5.53%,,0.17%,"8,767.5",17.72%,,0.10%
2017,State,Idaho,Rural/Urban,Rural,"1,220",985,"118,289","1,826,889",6.47%,,-0.37%,"20,148.5",17.03%,,-1.31%
2017,State,Illinois,Rural/Urban,Rural,"3,535","2,769","395,160","8,539,309",4.63%,,-0.17%,"44,501.5",11.26%,,-0.42%
2017,State,Indiana,Rural/Urban,Rural,"3,407","2,562","412,322","7,892,669",5.22%,,-0.44%,"43,898",10.65%,,-0.88%
2017,State,Iowa,Rural/Urban,Rural,"3,283","2,518","311,388","7,531,576",4.13%,,-0.16%,"48,515",15.58%,,-0.34%
2017,State,Kansas,Rural/Urban,Rural,"2,816","2,243","312,467","5,751,614",5.43%,,-0.09%,"50,046.5",16.02%,,-0.34%
2017,State,Kentucky,Rural/Urban,Rural,"5,452","3,594","782,490","15,605,205",5.01%,,-0.14%,"48,924",6.25%,,-0.09%
2017,State,Louisiana,Rural/Urban,Rural,"1,383","1,112","186,958","4,408,705",4.24%,,-0.25%,"11,024.5",5.90%,,0.23%
2017,State,Maine,Rural/Urban,Rural,"2,357","1,721","189,180","3,426,796",5.52%,,-0.19%,"40,436",21.37%,,0.91%
2017,State,Maryland,Rural/Urban,Rural,601,477,"48,450","1,054,156",4.60%,,-0.38%,"6,957.5",14.36%,,-0.94%
2017,State,Massachusetts,Rural/Urban,Rural,563,372,"29,757","832,332",3.58%,,-0.43%,"5,416",18.20%,,0.49%
2017,State,Michigan,Rural/Urban,Rural,"5,080","3,944","555,857","9,018,410",6.16%,,-0.47%,"84,345",15.17%,,-0.49%
2017,State,Minnesota,Rural/Urban,Rural,"3,738","2,952","282,118","6,873,967",4.10%,,-0.37%,"41,743.5",14.80%,,-1.08%
2017,State,Mississippi,Rural/Urban,Rural,"3,962","3,094","573,339","10,674,671",5.37%,,-0.44%,"45,594",7.95%,,0.06%
2017,State,Missouri,Rural/Urban,Rural,"3,705","2,464","574,640","10,797,553",5.32%,,-0.15%,"65,861.5",11.46%,,-0.24%
2017,State,Montana,Rural/Urban,Rural,"2,072","1,629","146,478","2,400,531",6.10%,,-0.52%,"24,677",16.85%,,-1.25%
2017,State,Nebraska,Rural/Urban,Rural,"1,956","1,571","183,437","4,181,511",4.39%,,-0.20%,"31,142",16.98%,,-0.28%
2017,State,Nevada,Rural/Urban,Rural,440,364,"39,006","616,609",6.33%,,-0.59%,"4,070",10.43%,,0.98%
2017,State,"New Hampshire",Rural/Urban,Rural,"2,834","1,994","111,076","2,648,360",4.19%,,-0.66%,"22,767",20.50%,,-0.08%
2017,State,"New Jersey",Rural/Urban,Rural,285,189,"25,064","459,703",5.45%,,-0.18%,"5,618",22.41%,,-0.92%
2017,State,"New Mexico",Rural/Urban,Rural,"1,700","1,302","130,244","2,278,394",5.72%,,-0.56%,"15,395",11.82%,,-0.55%
2017,State,"New York",Rural/Urban,Rural,"4,647","3,200","334,907","8,619,271",3.89%,,-0.18%,"51,966",15.52%,,-0.29%
2017,State,"North Carolina",Rural/Urban,Rural,"5,827","4,811","757,734","14,193,772",5.34%,,-0.27%,"81,977.5",10.82%,,-0.64%
2017,State,"North Dakota",Rural/Urban,Rural,996,753,"56,416","1,644,507",3.43%,,-0.23%,"8,894",15.77%,,-1.64%
2017,State,Ohio,Rural/Urban,Rural,"6,211","4,657","587,744","14,075,201",4.18%,,-0.51%,"61,491.5",10.46%,,0.03%
2017,State,Oklahoma,Rural/Urban,Rural,"3,446","2,686","453,292","7,099,292",6.39%,,-0.28%,"49,091",10.83%,,-0.59%
2017,State,Oregon,Rural/Urban,Rural,"2,842","2,241","251,649","3,966,867",6.34%,,-0.55%,"35,054",13.93%,,-1.43%
2017,State,Pennsylvania,Rural/Urban,Rural,"4,488","3,257","427,250","10,437,393",4.09%,,-0.40%,"68,915",16.13%,,0.03%
2017,State,"Rhode Island",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2017,State,"South Carolina",Rural/Urban,Rural,"2,075","1,684","290,210","5,542,153",5.24%,,-0.17%,"20,664.5",7.12%,,0.00%
2017,State,"South Dakota",Rural/Urban,Rural,"1,285","1,010","98,160","2,210,132",4.44%,,-0.26%,"18,547.5",18.90%,,-0.60%
2017,State,Tennessee,Rural/Urban,Rural,"4,294","3,488","800,117","11,877,795",6.74%,,-0.32%,"87,684",10.96%,,-0.94%
2017,State,Texas,Rural/Urban,Rural,"6,300","4,950","655,222","14,112,806",4.64%,,-0.21%,"49,032.5",7.48%,,-0.24%
2017,State,Utah,Rural/Urban,Rural,803,683,"79,960","1,030,690",7.76%,,-0.17%,"12,048.5",15.07%,,-0.36%
2017,State,Vermont,Rural/Urban,Rural,"1,512","1,078","84,237","1,855,781",4.54%,,-0.57%,"18,289",21.71%,,-0.87%
2017,State,Virginia,Rural/Urban,Rural,"2,439","1,967","308,830","6,668,270",4.63%,,-0.46%,"27,011",8.75%,,0.00%
2017,State,Washington,Rural/Urban,Rural,"2,117","1,648","184,766","2,708,744",6.82%,,-0.41%,"27,974.5",15.14%,,-0.99%
2017,State,"West Virginia",Rural/Urban,Rural,"1,737","1,231","182,410","4,096,979",4.45%,,-0.20%,"15,549.5",8.52%,,0.35%
2017,State,Wisconsin,Rural/Urban,Rural,"4,427","3,505","334,567","7,066,233",4.73%,,-0.50%,"55,372",16.55%,,-0.72%
2017,State,Wyoming,Rural/Urban,Rural,"1,103",857,"64,608","1,104,240",5.85%,,-0.34%,"10,522",16.29%,,-0.40%
2017,State,"American Samoa",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2017,State,Guam,Rural/Urban,Rural,0,0,0,0,,,,0,,,
2017,State,"Northern Mariana Islands",Rural/Urban,Rural,0,0,0,0,,,,,,,
2017,State,"Puerto Rico",Rural/Urban,Rural,130,97,"10,651","594,478",1.79%,,-0.31%,320,3.00%,,-0.87%
2017,State,"Virgin Islands",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2017,State,Alabama,Rural/Urban,Urban,"11,761","8,070","1,546,650","21,301,759",7.26%,,-0.30%,"155,026.5",10.02%,,-0.80%
2017,State,Alaska,Rural/Urban,Urban,"1,622","1,183","47,248","775,849",6.09%,,-0.36%,"9,781.5",20.70%,,1.29%
2017,State,Arizona,Rural/Urban,Urban,"21,306","15,834","1,372,190","22,613,318",6.07%,,-0.39%,"225,144.5",16.41%,,-0.54%
2017,State,Arkansas,Rural/Urban,Urban,"6,639","5,128","742,912","11,145,638",6.67%,,-0.20%,"83,016.5",11.17%,,-0.37%
2017,State,California,Rural/Urban,Urban,"115,344","80,298","6,336,861","132,506,660",4.78%,,-0.17%,"808,891",12.76%,,-0.42%
2017,State,Colorado,Rural/Urban,Urban,"17,865","13,508","986,045","14,637,280",6.74%,,-0.44%,"161,616",16.39%,,-0.51%
2017,State,Connecticut,Rural/Urban,Urban,"17,048","11,375","617,499","16,014,401",3.86%,,-0.27%,"108,889.5",17.63%,,-0.70%
2017,State,Delaware,Rural/Urban,Urban,"3,051","2,239","173,326","3,139,295",5.52%,,-0.57%,"35,371.5",20.41%,,0.69%
2017,State,"District of Columbia",Rural/Urban,Urban,"4,804","3,187","80,864","2,050,585",3.94%,,-0.29%,"10,766.5",13.31%,,-0.74%
2017,State,Florida,Rural/Urban,Urban,"69,792","44,253","5,429,352","105,037,668",5.17%,,-0.04%,"794,731.5",14.64%,,-0.27%
2017,State,Georgia,Rural/Urban,Urban,"25,932","18,766","2,192,590","36,632,172",5.99%,,-0.20%,"260,906.5",11.90%,,0.06%
2017,State,Hawaii,Rural/Urban,Urban,"3,490","2,326","105,906","3,133,745",3.38%,,-0.03%,"15,129",14.29%,,-0.12%
2017,State,Idaho,Rural/Urban,Urban,"4,093","3,182","321,702","4,444,508",7.24%,,-0.28%,"53,319.5",16.57%,,-0.32%
2017,State,Illinois,Rural/Urban,Urban,"43,258","30,746","1,947,247","43,487,814",4.48%,,-0.17%,"219,055",11.25%,,-0.40%
2017,State,Indiana,Rural/Urban,Urban,"18,419","13,883","1,587,342","26,409,024",6.01%,,-0.27%,"197,253",12.43%,,-0.83%
2017,State,Iowa,Rural/Urban,Urban,"7,490","5,536","413,304","9,353,592",4.42%,,-0.32%,"55,687",13.47%,,-0.50%
2017,State,Kansas,Rural/Urban,Urban,"7,202","5,338","504,915","8,446,500",5.98%,,-0.20%,"72,692",14.40%,,-0.58%
2017,State,Kentucky,Rural/Urban,Urban,"10,693","6,786","866,678","15,417,823",5.62%,,-0.26%,"88,034.5",10.16%,,-1.00%
2017,State,Louisiana,Rural/Urban,Urban,"15,191","11,530","1,306,127","22,375,028",5.84%,,-0.24%,"121,945",9.34%,,-0.28%
2017,State,Maine,Rural/Urban,Urban,"3,758","2,601","162,674","3,514,908",4.63%,,-0.83%,"26,322",16.18%,,-2.42%
2017,State,Maryland,Rural/Urban,Urban,"22,612","16,098","997,246","18,075,331",5.52%,,-0.36%,"189,950.5",19.05%,,-0.13%
2017,State,Massachusetts,Rural/Urban,Urban,"35,114","23,273","1,222,201","34,169,356",3.58%,,-0.34%,"207,768.5",17.00%,,-0.12%
2017,State,Michigan,Rural/Urban,Urban,"36,722","28,466","2,632,429","41,615,543",6.33%,,-0.44%,"320,315.5",12.17%,,-0.47%
2017,State,Minnesota,Rural/Urban,Urban,"18,358","13,139","715,328","15,505,415",4.61%,,-0.39%,"106,399.5",14.87%,,-0.63%
2017,State,Mississippi,Rural/Urban,Urban,"5,188","4,008","461,998","7,820,980",5.91%,,-0.33%,"44,901",9.72%,,-0.54%
2017,State,Missouri,Rural/Urban,Urban,"17,970","12,024","1,387,332","25,767,121",5.38%,,-0.22%,"181,909.5",13.11%,,-0.12%
2017,State,Montana,Rural/Urban,Urban,"1,842","1,412","109,460","1,862,981",5.88%,,-0.15%,"16,826",15.37%,,-1.61%
2017,State,Nebraska,Rural/Urban,Urban,"5,109","3,801","254,122","5,550,330",4.58%,,-0.24%,"34,124.5",13.43%,,-0.06%
2017,State,Nevada,Rural/Urban,Urban,"7,471","5,809","656,571","8,998,857",7.30%,,-0.24%,"98,162.5",14.95%,,-0.55%
2017,State,"New Hampshire",Rural/Urban,Urban,"3,153","2,156","153,821","3,135,914",4.91%,,-0.46%,"36,018.5",23.42%,,0.67%
2017,State,"New Jersey",Rural/Urban,Urban,"31,288","20,744","1,360,269","36,089,031",3.77%,,-0.28%,"241,869",17.78%,,0.02%
2017,State,"New Mexico",Rural/Urban,Urban,"5,649","4,118","295,328","5,143,719",5.74%,,-0.50%,"36,254.5",12.28%,,-1.20%
2017,State,"New York",Rural/Urban,Urban,"87,873","50,281","2,454,172","89,314,388",2.75%,,-0.15%,"387,130",15.77%,,-0.51%
2017,State,"North Carolina",Rural/Urban,Urban,"29,796","23,095","2,297,189","39,596,436",5.80%,,-0.31%,"340,279",14.81%,,-0.08%
2017,State,"North Dakota",Rural/Urban,Urban,"1,946","1,397","91,612","2,140,700",4.28%,,-0.42%,"15,373.5",16.78%,,-1.94%
2017,State,Ohio,Rural/Urban,Urban,"39,142","28,280","2,392,521","50,149,420",4.77%,,-0.42%,"269,416",11.26%,,-0.16%
2017,State,Oklahoma,Rural/Urban,Urban,"8,593","6,368","814,495","10,792,746",7.55%,,-0.25%,"133,736",16.42%,,-0.11%
2017,State,Oregon,Rural/Urban,Urban,"13,566","10,001","851,173","13,000,817",6.55%,,-0.44%,"137,262",16.13%,,-1.38%
2017,State,Pennsylvania,Rural/Urban,Urban,"53,092","34,484","2,862,140","65,262,539",4.39%,,-0.38%,"476,413.5",16.65%,,0.08%
2017,State,"Rhode Island",Rural/Urban,Urban,"4,960","3,440","205,316","6,298,960",3.26%,,-0.29%,"26,202.5",12.76%,,-0.21%
2017,State,"South Carolina",Rural/Urban,Urban,"13,698","10,388","1,196,611","20,800,457",5.75%,,-0.35%,"139,001",11.62%,,0.02%
2017,State,"South Dakota",Rural/Urban,Urban,"2,045","1,508","105,273","2,065,798",5.10%,,-0.40%,"16,557",15.73%,,-0.38%
2017,State,Tennessee,Rural/Urban,Urban,"20,546","15,718","1,941,118","29,132,238",6.66%,,-0.31%,"252,406",13.00%,,-1.23%
2017,State,Texas,Rural/Urban,Urban,"67,439","49,548","4,397,271","80,237,447",5.48%,,-0.15%,"441,409",10.04%,,-0.11%
2017,State,Utah,Rural/Urban,Urban,"7,953","6,151","488,347","6,790,049",7.19%,,-0.28%,"76,568",15.68%,,-0.16%
2017,State,Vermont,Rural/Urban,Urban,"1,212",836,"48,494","865,681",5.60%,,-0.63%,"11,490",23.69%,,-0.96%
2017,State,Virginia,Rural/Urban,Urban,"24,111","17,775","1,227,759","24,879,419",4.93%,,-0.52%,"169,840",13.83%,,0.30%
2017,State,Washington,Rural/Urban,Urban,"24,637","18,193","1,368,810","21,576,476",6.34%,,-0.32%,"227,142",16.59%,,-0.66%
2017,State,"West Virginia",Rural/Urban,Urban,"5,625","3,849","443,777","8,682,446",5.11%,,-0.50%,"40,887.5",9.21%,,-0.35%
2017,State,Wisconsin,Rural/Urban,Urban,"17,128","12,593","1,008,098","19,179,088",5.26%,,-0.47%,"171,401.5",17.00%,,-0.98%
2017,State,Wyoming,Rural/Urban,Urban,714,544,"38,661","726,370",5.32%,,-0.24%,"5,579",14.43%,,-0.14%
2017,State,"American Samoa",Rural/Urban,Urban,0,0,0,0,,,,0,,,
2017,State,Guam,Rural/Urban,Urban,0,0,0,0,,,,0,,,
2017,State,"Northern Mariana Islands",Rural/Urban,Urban,0,0,0,0,,,,,,,
2017,State,"Puerto Rico",Rural/Urban,Urban,"10,166","6,375","357,305","26,922,240",1.33%,,-0.19%,"12,521",3.50%,,0.21%
2017,State,"Virgin Islands",Rural/Urban,Urban,0,0,0,0,,,,0,,,
2016,State,Alabama,Totals,Overall,"13,870","9,918","2,156,773","28,862,835",7.47%,,-0.08%,"214,897",9.96%,,-0.23%
2016,State,Alaska,Totals,Overall,"2,393","1,847","84,577","1,218,527",6.94%,,0.13%,"16,314",19.29%,,-0.67%
2016,State,Arizona,Totals,Overall,"22,225","17,026","1,630,229","24,737,272",6.59%,,-0.27%,"266,712",16.36%,,-0.17%
2016,State,Arkansas,Totals,Overall,"8,669","6,949","1,157,998","18,131,485",6.39%,,0.00%,"113,511",9.80%,,-0.11%
2016,State,California,Totals,Overall,"116,473","83,338","7,026,717","138,586,824",5.07%,,-0.18%,"869,061",12.37%,,-0.34%
2016,State,Colorado,Totals,Overall,"19,405","15,147","1,183,638","16,645,767",7.11%,,-0.23%,"188,882",15.96%,,-0.21%
2016,State,Connecticut,Totals,Overall,"16,996","11,745","678,543","16,389,914",4.14%,,-0.24%,"113,651",16.75%,,-0.04%
2016,State,Delaware,Totals,Overall,"3,481","2,609","237,212","3,946,397",6.01%,,-0.39%,"45,349",19.12%,,-0.52%
2016,State,"District of Columbia",Totals,Overall,"4,676","3,166","85,444","2,020,267",4.23%,,-0.20%,"9,120",10.67%,,0.06%
2016,State,Florida,Totals,Overall,"67,935","41,886","5,589,991","107,193,867",5.21%,,0.02%,"797,631",14.27%,,0.17%
2016,State,Georgia,Totals,Overall,"28,334","21,371","2,816,980","47,176,880",5.97%,,-0.10%,"297,756",10.57%,,-0.06%
2016,State,Hawaii,Totals,Overall,"4,221","2,920","159,040","4,135,812",3.85%,,-0.05%,"22,363",14.06%,,-0.32%
2016,State,Idaho,Totals,Overall,"5,202","4,106","454,626","6,212,880",7.32%,,-0.16%,"76,214",16.76%,,-0.19%
2016,State,Illinois,Totals,Overall,"45,500","33,362","2,408,406","51,464,462",4.68%,,-0.10%,"253,509",10.53%,,-0.30%
2016,State,Indiana,Totals,Overall,"21,115","16,421","2,075,002","33,841,661",6.13%,,-0.24%,"256,253",12.35%,,-0.55%
2016,State,Iowa,Totals,Overall,"10,565","8,092","768,983","16,964,357",4.53%,,-0.18%,"108,311",14.08%,,-0.18%
2016,State,Kansas,Totals,Overall,"9,792","7,580","845,645","14,315,860",5.91%,,-0.17%,"125,716",14.87%,,-0.06%
2016,State,Kentucky,Totals,Overall,"15,635","10,330","1,702,567","30,879,783",5.51%,,-0.22%,"144,505",8.49%,,-0.53%
2016,State,Louisiana,Totals,Overall,"16,125","12,462","1,545,539","26,555,395",5.82%,,-0.07%,"134,116",8.68%,,-0.08%
2016,State,Maine,Totals,Overall,"6,050","4,472","386,019","6,912,847",5.58%,,-0.39%,"72,888",18.88%,,0.24%
2016,State,Maryland,Totals,Overall,"22,642","16,636","1,087,685","18,671,986",5.83%,,-0.21%,"193,052",17.75%,,0.20%
2016,State,Massachusetts,Totals,Overall,"34,980","24,261","1,339,884","34,173,772",3.92%,,-0.36%,"209,146",15.61%,,-0.09%
2016,State,Michigan,Totals,Overall,"40,750","32,110","3,367,679","49,926,803",6.75%,,-0.32%,"423,052",12.56%,,-0.27%
2016,State,Minnesota,Totals,Overall,"21,361","15,965","1,060,603","21,965,777",4.83%,,-0.35%,"154,416",14.56%,,-0.30%
2016,State,Mississippi,Totals,Overall,"8,869","7,025","1,098,857","18,336,546",5.99%,,-0.07%,"94,662",8.61%,,-0.16%
2016,State,Missouri,Totals,Overall,"21,081","14,528","2,018,015","36,298,427",5.56%,,-0.19%,"248,537",12.32%,,-0.34%
2016,State,Montana,Totals,Overall,"3,840","3,003","261,445","4,110,943",6.36%,,-0.33%,"43,937",16.81%,,-1.07%
2016,State,Nebraska,Totals,Overall,"6,870","5,284","453,860","9,619,496",4.72%,,-0.13%,"64,835",14.29%,,-0.14%
2016,State,Nevada,Totals,Overall,"7,545","6,088","697,640","9,301,746",7.50%,,-0.22%,"101,174",14.50%,,-0.29%
2016,State,"New Hampshire",Totals,Overall,"5,819","4,320","290,101","5,651,347",5.13%,,-0.61%,"60,159",20.74%,,0.25%
2016,State,"New Jersey",Totals,Overall,"31,107","21,510","1,480,741","36,385,634",4.07%,,-0.18%,"245,292",16.57%,,-0.08%
2016,State,"New Mexico",Totals,Overall,"7,216","5,413","460,790","7,367,599",6.25%,,-0.31%,"56,202",12.20%,,-0.53%
2016,State,"New York",Totals,Overall,"91,424","55,216","2,911,427","96,803,822",3.01%,,-0.12%,"424,291",14.57%,,-0.10%
2016,State,"North Carolina",Totals,Overall,"34,582","27,765","3,209,659","53,705,847",5.98%,,-0.15%,"433,141",13.49%,,-0.21%
2016,State,"North Dakota",Totals,Overall,"2,845","2,129","161,167","3,808,068",4.23%,,-0.40%,"27,776",17.23%,,-0.54%
2016,State,Ohio,Totals,Overall,"44,094","33,010","3,225,451","63,520,414",5.08%,,-0.29%,"338,932",10.51%,,-0.30%
2016,State,Oklahoma,Totals,Overall,"11,854","9,116","1,299,966","17,705,867",7.34%,,-0.16%,"184,764",14.21%,,0.02%
2016,State,Oregon,Totals,Overall,"16,022","12,219","1,181,539","16,958,052",6.97%,,-0.33%,"192,896",16.33%,,-0.94%
2016,State,Pennsylvania,Totals,Overall,"56,263","38,556","3,556,978","75,219,446",4.73%,,-0.21%,"558,542",15.70%,,-0.07%
2016,State,"Rhode Island",Totals,Overall,"4,906","3,516","223,183","6,294,316",3.55%,,-0.21%,"26,601",11.92%,,-0.71%
2016,State,"South Carolina",Totals,Overall,"15,191","11,915","1,548,181","26,003,853",5.95%,,-0.14%,"158,047",10.21%,,0.19%
2016,State,"South Dakota",Totals,Overall,"3,233","2,505","215,314","4,229,845",5.09%,,-0.07%,"36,562",16.98%,,-0.48%
2016,State,Tennessee,Totals,Overall,"24,200","19,095","2,886,819","41,248,947",7.00%,,-0.18%,"379,592",13.15%,,-0.70%
2016,State,Texas,Totals,Overall,"71,211","53,405","5,062,519","91,920,667",5.51%,,-0.07%,"453,991",8.97%,,-0.21%
2016,State,Utah,Totals,Overall,"8,554","6,808","584,586","7,758,987",7.53%,,-0.16%,"87,020",14.89%,,0.02%
2016,State,Vermont,Totals,Overall,"2,663","1,908","147,819","2,713,112",5.45%,,-0.25%,"32,913",22.27%,,-0.27%
2016,State,Virginia,Totals,Overall,"25,791","19,812","1,688,431","31,443,443",5.37%,,-0.26%,"197,009",11.67%,,-0.05%
2016,State,Washington,Totals,Overall,"26,076","19,694","1,624,865","24,162,835",6.72%,,-0.26%,"264,116",16.25%,,-0.70%
2016,State,"West Virginia",Totals,Overall,"7,194","5,064","688,397","12,994,610",5.30%,,-0.54%,"59,583",8.66%,,-0.53%
2016,State,Wisconsin,Totals,Overall,"20,872","16,120","1,450,151","25,929,800",5.59%,,-0.27%,"246,031",16.97%,,-0.70%
2016,State,Wyoming,Totals,Overall,"1,792","1,380","105,507","1,772,800",5.95%,,-0.28%,"15,763",14.94%,,-1.00%
2016,State,"American Samoa",Totals,Overall,3,2,19,247,7.69%,,,0,0.00%,,
2016,State,Guam,Totals,Overall,168,117,"1,825","83,285",2.19%,,-0.34%,148,8.11%,,-0.70%
2016,State,"Northern Mariana Islands",Totals,Overall,27,13,270,"10,447",2.58%,,-0.03%,,,,
2016,State,"Puerto Rico",Totals,Overall,"10,355","6,685","421,645","27,501,657",1.53%,,-0.08%,"9,005",2.14%,,0.11%
2016,State,"Virgin Islands",Totals,Overall,182,117,"3,667","229,738",1.60%,,-0.01%,272,7.42%,,1.66%
2016,State,Alabama,Rural/Urban,Rural,"1,997","1,441","502,184","7,032,690",7.14%,,-0.05%,"41,436",8.25%,,0.40%
2016,State,Alaska,Rural/Urban,Rural,826,657,"35,854","463,083",7.74%,,-0.25%,"8,401",23.43%,,0.32%
2016,State,Arizona,Rural/Urban,Rural,"1,632","1,291","192,211","2,477,662",7.76%,,-0.24%,"34,621",18.01%,,0.49%
2016,State,Arkansas,Rural/Urban,Rural,"2,222","1,869","400,140","7,101,491",5.63%,,-0.15%,"29,810",7.45%,,-0.22%
2016,State,California,Rural/Urban,Rural,"4,319","3,410","496,102","6,540,551",7.59%,,-0.29%,"75,492.5",15.22%,,-0.66%
2016,State,Colorado,Rural/Urban,Rural,"2,180","1,811","151,162","2,269,254",6.66%,,-0.34%,"25,156.5",16.64%,,-0.28%
2016,State,Connecticut,Rural/Urban,Rural,400,286,"26,720","615,537",4.34%,,-0.23%,"4,217",15.78%,,0.54%
2016,State,Delaware,Rural/Urban,Rural,477,381,"51,877","904,755",5.73%,,-0.42%,"10,616",20.46%,,-0.99%
2016,State,"District of Columbia",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2016,State,Florida,Rural/Urban,Rural,"1,123",633,"133,245","2,476,031",5.38%,,-0.23%,"12,827.5",9.63%,,-0.43%
2016,State,Georgia,Rural/Urban,Rural,"3,383","2,736","602,242","11,384,047",5.29%,,-0.16%,"50,245.5",8.34%,,-0.17%
2016,State,Hawaii,Rural/Urban,Rural,759,573,"49,625","925,923",5.36%,,-0.17%,"8,744.5",17.62%,,-0.60%
2016,State,Idaho,Rural/Urban,Rural,"1,220",993,"127,153","1,858,650",6.84%,,-0.26%,"23,321.5",18.34%,,-0.39%
2016,State,Illinois,Rural/Urban,Rural,"3,464","2,798","420,777","8,758,578",4.80%,,-0.09%,"49,147.5",11.68%,,-0.19%
2016,State,Indiana,Rural/Urban,Rural,"3,316","2,564","449,973","7,948,201",5.66%,,-0.16%,"51,902.5",11.53%,,-0.79%
2016,State,Iowa,Rural/Urban,Rural,"3,260","2,532","330,580","7,712,498",4.29%,,-0.14%,"52,619",15.92%,,0.21%
2016,State,Kansas,Rural/Urban,Rural,"2,781","2,235","323,867","5,870,607",5.52%,,-0.30%,"52,993",16.36%,,0.14%
2016,State,Kentucky,Rural/Urban,Rural,"5,287","3,593","803,526","15,589,463",5.15%,,-0.22%,"50,943.5",6.34%,,-0.22%
2016,State,Louisiana,Rural/Urban,Rural,"1,340","1,084","197,201","4,389,616",4.49%,,-0.10%,"11,172.5",5.67%,,0.13%
2016,State,Maine,Rural/Urban,Rural,"2,363","1,794","198,062","3,467,711",5.71%,,-0.27%,"40,532",20.46%,,0.44%
2016,State,Maryland,Rural/Urban,Rural,578,480,"52,116","1,047,091",4.98%,,-0.25%,"7,973.5",15.30%,,0.47%
